userId,movieId,rating,timestamp
119426,158,2.0,2006-09-13 18:44:18
2945,6805,3.5,2004-06-05 20:16:01
27379,2795,4.0,2001-12-01 16:17:03
10940,953,3.5,2006-05-21 17:41:47
69410,2973,4.5,2009-09-19 19:08:12
24952,55908,3.5,2009-01-29 18:43:12
33482,1408,5.0,1999-12-11 19:17:28
107056,1259,3.5,2003-06-09 00:12:30
59920,10,4.5,2004-10-02 19:44:11
3664,4090,3.5,2008-11-19 16:43:52
34440,26693,3.5,2009-01-17 14:13:28
118754,1616,3.5,2007-05-24 14:44:48
11074,6711,3.5,2004-08-18 20:50:36
7635,2577,3.0,1999-12-20 04:05:45
84174,92,3.0,1996-10-11 08:47:52
64835,3623,5.0,2000-07-01 01:32:39
67068,5218,4.0,2008-06-18 22:26:11
61493,208,2.5,2005-05-15 18:16:07
43237,1127,5.0,2006-05-11 06:31:24
4607,4135,2.0,2001-08-09 18:07:49
52004,33725,3.5,2009-01-30 08:30:32
80685,852,4.0,1997-04-18 21:39:54
9088,1601,4.0,2001-03-29 04:05:50
113939,1350,3.0,1998-04-11 17:58:38
38171,8368,4.0,2008-07-12 03:42:39
31617,2706,3.0,2000-10-17 02:59:57
132440,6365,2.5,2008-06-04 05:04:07
80988,593,5.0,1996-12-17 11:11:13
52282,1721,4.0,2012-05-17 22:35:15
110037,457,5.0,1996-11-09 17:22:20
130081,551,5.0,1996-08-07 13:37:21
130934,30707,4.5,2007-07-07 15:08:13
109987,4011,4.0,2009-07-17 10:38:07
42228,52328,3.5,2013-03-17 17:04:47
38400,474,3.0,1996-10-28 20:29:49
20657,333,3.0,1996-10-17 08:29:05
39382,2011,2.0,2004-05-31 23:18:31
124293,2628,2.0,2005-04-15 20:56:33
1454,1198,4.5,2007-02-14 08:43:24
23538,94864,3.0,2012-12-02 01:41:49
75632,3421,4.0,2000-08-02 23:26:02
43961,153,1.0,1996-06-23 13:29:49
109751,911,3.0,2001-04-30 19:47:05
30980,8507,4.5,2004-11-06 07:48:00
3903,5463,4.0,2002-09-15 03:03:15
39382,1302,3.0,2004-06-19 05:26:39
98663,590,4.0,1996-09-18 10:05:15
7471,497,3.0,1999-09-29 06:37:14
42909,2519,2.5,2010-06-16 22:34:56
84890,1267,5.0,2014-11-08 21:18:13
107129,353,5.0,2004-05-15 08:36:58
103018,105742,4.0,2014-04-24 03:25:19
18773,69526,3.5,2011-06-03 11:21:41
44111,2243,4.0,2003-07-24 00:37:22
113785,2918,5.0,2014-01-19 03:04:10
88785,1397,3.0,1999-11-08 18:24:46
18801,370,3.0,1996-08-26 13:47:03
25019,3703,2.5,2007-08-28 14:08:23
18682,1544,3.0,2004-07-21 03:20:52
111415,648,4.0,1996-11-20 13:59:09
4723,904,3.0,2003-01-11 19:43:38
10560,4896,3.0,2003-01-05 06:29:50
4575,5313,3.0,2008-07-21 19:15:59
82725,3246,5.0,2009-08-23 13:38:19
12907,2985,2.0,1999-11-24 09:11:36
16312,21,3.0,2001-01-18 02:13:22
79531,41,3.0,1999-10-13 08:31:47
42625,4327,4.0,2003-09-18 23:52:22
70635,2628,4.0,2000-07-26 04:33:06
137612,586,5.0,2003-08-09 19:35:26
127221,1124,3.0,1999-10-04 07:25:44
45082,6365,4.0,2011-10-15 20:40:34
70416,1092,4.5,2007-01-05 05:08:35
37722,84187,4.0,2015-03-28 21:24:12
80611,3006,5.0,2000-04-02 22:17:43
51650,57274,4.5,2015-02-21 16:55:12
92084,333,4.0,1997-07-04 14:23:58
105498,1912,3.0,2005-11-14 22:01:32
63879,281,3.0,2000-11-05 18:08:48
38057,594,4.0,1996-09-11 14:39:31
15973,1241,3.5,2009-12-01 21:00:06
59873,93,1.5,2005-11-10 23:51:25
90360,153,2.0,1996-05-29 18:22:32
91907,3219,4.0,2000-11-21 03:15:25
107384,2916,4.0,2007-07-03 12:58:05
94744,70293,4.0,2009-08-29 18:28:13
52687,3247,3.0,2004-09-04 23:08:43
116289,536,2.0,2001-04-07 02:30:04
86657,4041,4.0,2010-05-23 19:48:36
25531,4025,1.5,2004-03-06 03:02:08
63831,3788,0.5,2009-01-19 00:02:46
105600,2716,4.5,2004-02-18 18:40:31
70694,2081,3.0,2013-04-07 12:38:53
131651,90321,4.0,2011-10-14 21:46:29
681,802,3.0,1997-05-11 11:52:24
68358,3578,3.0,2001-06-04 11:15:45
15601,3185,2.5,2012-09-15 05:50:17
132986,1260,5.0,2003-07-22 05:42:46
103326,6296,4.5,2003-11-08 22:27:22
106217,5378,1.5,2009-09-07 01:28:04
67117,363,5.0,1999-10-01 19:05:46
41977,1959,1.0,2001-09-10 16:28:54
52543,2076,4.0,2006-03-07 19:33:23
82569,3481,4.0,2005-07-06 10:04:40
118370,543,3.0,2009-08-25 01:42:11
94811,4226,5.0,2010-11-27 03:12:35
121062,6874,4.5,2012-05-08 07:30:03
61610,48780,4.5,2007-09-22 18:09:56
89401,110,5.0,1999-11-02 20:25:02
39250,2167,2.0,2008-04-24 23:16:09
30364,435,3.0,1996-09-06 10:26:20
118126,41566,1.5,2015-03-29 14:02:44
98913,150,3.5,2015-01-13 21:18:34
21844,141,4.0,2008-01-17 18:32:35
131854,316,3.5,2008-09-03 21:24:32
113355,1552,4.0,2000-11-14 19:12:46
130459,124843,2.0,2015-01-16 14:00:20
37006,1357,5.0,1997-04-03 19:22:06
135772,5309,3.0,2003-04-08 16:31:24
76086,1258,4.0,2009-01-23 08:12:39
26071,2424,4.0,2009-11-27 20:35:52
56221,43921,2.5,2006-05-26 16:53:04
21220,2997,3.5,2006-04-07 06:21:01
72929,4555,4.0,2001-07-09 16:29:40
75418,293,3.5,2003-11-26 03:21:16
26070,2396,2.0,2004-02-26 23:29:28
30308,1197,5.0,2004-11-12 03:50:48
83282,1101,4.0,2005-07-04 22:53:50
49282,1088,3.5,2006-10-19 11:34:54
72979,551,3.0,1996-07-16 20:48:31
80569,1278,4.0,1997-09-22 22:13:50
114270,61246,4.0,2010-03-17 21:34:34
89572,91529,4.5,2014-12-04 23:55:13
21455,54286,4.0,2011-02-07 14:57:22
11867,2959,2.0,2012-03-12 18:20:07
86635,2692,3.5,2006-07-28 07:13:01
42023,3504,4.5,2006-01-25 13:59:10
98802,2626,4.0,2000-07-07 16:28:33
11649,588,4.0,1996-10-20 16:59:55
86973,2352,4.5,2003-07-05 03:33:19
39572,4025,2.0,2014-02-12 21:02:50
52927,1784,3.0,2003-04-25 00:56:53
113835,1272,4.0,2008-10-25 01:03:52
25703,2912,3.0,2000-05-25 03:02:37
136196,39427,4.0,2015-02-21 16:05:55
28490,3996,4.0,2005-08-06 04:45:58
99356,260,5.0,2004-05-24 13:54:10
124184,1537,3.0,1999-10-20 07:49:27
118754,10,4.0,2007-05-13 04:26:55
9831,88744,1.0,2013-08-02 05:34:23
32373,3578,4.0,2008-01-19 03:26:34
94618,1252,4.5,2009-03-16 02:57:15
109622,88785,3.0,2014-01-03 09:30:32
99716,494,4.0,1999-12-22 22:25:57
10356,70,4.5,2011-03-21 21:34:46
63574,1197,3.0,1999-10-06 22:03:22
82608,1645,3.5,2009-04-20 12:46:06
95168,47,4.0,2009-01-31 03:56:08
22407,3535,3.0,2005-01-10 22:03:43
55493,292,1.0,2001-06-12 04:14:05
24425,2963,4.0,2004-08-15 09:14:19
129159,899,4.0,2009-05-25 06:25:23
52727,2167,3.5,2005-04-23 19:20:45
9885,56782,4.0,2013-04-17 09:53:56
101345,8641,4.5,2007-06-17 10:49:48
1589,608,4.0,1997-04-17 19:56:16
129403,1020,4.0,2000-08-04 05:39:29
20723,5139,3.0,2005-11-27 00:12:26
59548,2926,3.0,2005-03-20 21:18:32
83275,2002,3.5,2007-05-01 01:13:45
31035,153,2.0,1996-07-08 19:35:25
31660,1417,2.5,2006-07-04 17:44:05
19107,1588,2.5,2006-04-28 22:02:17
98921,4821,3.0,2002-12-03 17:42:42
49889,3462,4.0,2000-08-11 00:42:48
110813,4018,4.0,2004-07-10 08:38:00
57517,7254,3.5,2010-04-11 16:14:03
125226,2599,4.5,2004-10-05 16:31:12
38430,45668,2.5,2006-12-10 02:23:59
94828,380,3.0,1997-05-05 18:50:01
60552,2701,3.0,2003-09-16 16:06:57
117646,1513,2.0,2000-07-01 15:50:54
133205,364,4.0,2013-11-28 02:55:42
29901,1566,1.0,1997-06-22 03:40:35
125826,6879,3.0,2005-07-18 23:36:38
47904,4027,2.0,2002-01-02 01:21:50
34395,8641,3.0,2006-02-03 23:39:54
59340,2145,3.0,2000-01-29 17:28:49
114217,1962,3.0,1999-10-04 00:01:27
43900,19,1.0,2000-03-22 19:43:56
17040,2608,3.5,2003-12-10 06:15:10
62375,1680,4.0,2002-04-10 21:34:02
27633,31,4.0,2010-08-24 01:51:16
17434,4027,4.5,2006-11-21 19:23:42
6021,1863,2.0,2000-11-30 19:37:43
89624,277,2.0,2005-03-22 07:21:20
122739,902,5.0,2005-03-21 15:35:13
24007,2019,4.5,2009-11-04 01:32:19
111678,1841,4.0,1998-07-24 19:16:45
61525,2857,5.0,2006-03-05 20:30:32
65898,4308,5.0,2001-07-12 23:10:47
4399,8950,4.0,2013-04-17 17:40:26
66687,2764,5.0,2000-09-05 23:23:37
88169,2006,5.0,1999-12-22 17:02:00
90275,6721,3.5,2004-06-03 02:54:12
37754,32291,3.0,2011-12-10 11:03:38
20413,1196,4.0,2000-01-11 19:14:44
104331,51709,3.5,2009-09-06 07:23:06
127893,5445,3.0,2005-04-28 03:17:30
19282,7371,2.0,2005-09-06 03:27:21
137965,72998,4.0,2012-01-16 05:37:09
132712,1259,4.0,1999-12-13 15:22:56
120522,303,1.0,2002-02-12 23:33:56
36178,89000,2.5,2012-08-27 20:47:37
66681,2100,3.0,2001-07-14 14:42:02
27666,1100,3.0,2001-10-07 07:30:58
92042,53125,4.0,2015-03-19 01:44:59
116104,858,0.5,2005-10-17 17:42:06
27946,4025,2.0,2006-01-26 14:48:57
78665,186,3.0,1996-11-24 23:36:00
99754,2174,3.5,2008-08-30 05:40:54
109522,85414,4.0,2011-07-14 06:21:25
76223,5459,3.0,2003-09-03 09:20:49
131434,3717,2.0,2002-04-08 22:57:22
102098,4154,3.0,2008-11-15 23:05:45
53167,2301,2.0,2002-02-20 04:17:19
11081,3408,2.5,2007-02-11 09:09:52
132613,5956,4.0,2009-06-05 11:58:17
23068,4886,4.5,2008-03-31 17:03:19
9120,509,3.0,2005-02-21 09:29:11
25437,17,5.0,1997-05-09 22:38:59
52414,597,4.0,2005-04-06 13:53:50
711,2571,5.0,2000-07-11 15:09:26
43682,30749,3.5,2015-01-22 16:34:33
55999,852,4.0,1998-02-26 22:00:59
83063,260,4.0,2006-10-13 04:22:37
79649,2872,4.0,2003-02-15 08:11:22
136980,1408,5.0,1998-12-24 12:40:00
80561,2789,2.0,1999-12-27 14:03:25
37530,2067,2.0,2000-11-19 17:06:42
134083,3733,4.0,2000-10-27 13:11:35
34262,84613,4.5,2011-03-20 08:26:17
9278,4124,1.0,2008-11-23 13:50:02
94377,6250,1.0,2008-02-09 23:14:48
61247,1682,4.0,1999-10-02 19:45:41
88745,45499,4.0,2012-06-01 01:25:44
44687,260,4.0,2003-02-06 16:15:44
125453,68,5.0,1997-03-25 01:48:48
106441,1388,3.0,2001-06-07 19:11:37
51911,1103,4.0,1996-10-25 23:24:20
118810,2005,3.0,2000-11-23 17:48:09
68847,434,2.0,1996-10-22 10:50:44
91348,1693,4.0,1999-10-08 09:09:04
48465,1885,3.0,2007-03-19 19:15:33
136640,4329,4.0,2004-06-05 16:09:17
95827,562,4.0,2005-01-18 23:53:14
11820,1569,3.5,2005-07-14 04:16:54
42124,7757,4.5,2008-01-06 01:47:10
138120,593,5.0,2007-12-07 01:53:22
61030,3735,4.0,2000-11-25 01:46:14
130634,1960,3.0,1998-10-16 16:21:32
31229,2763,3.0,2000-02-29 16:18:32
14187,6934,3.5,2006-01-23 07:24:41
94315,2706,5.0,2010-11-27 21:41:52
67392,708,3.0,1998-12-17 18:00:29
54113,2825,5.0,2003-01-29 02:43:39
53575,2771,1.0,2001-04-27 21:50:01
109226,2366,3.0,2000-05-03 16:58:55
66815,903,5.0,2001-06-11 20:29:39
2261,4872,3.0,2006-03-06 22:58:36
31122,71254,2.5,2012-11-29 12:11:30
44238,3453,1.5,2006-12-12 08:45:33
94594,73000,3.5,2010-02-11 13:18:46
125796,70286,3.5,2012-05-26 14:41:19
103257,1459,3.0,2002-12-11 10:49:30
48106,1032,5.0,1997-01-23 11:14:32
20361,59421,3.5,2013-09-03 22:38:52
51558,3004,2.5,2015-03-01 00:37:09
114044,2402,3.0,2000-01-12 02:41:06
28648,3347,4.0,2002-12-16 02:18:38
101165,6867,4.0,2011-05-25 18:01:01
21563,39183,5.0,2006-05-11 05:16:39
48498,106062,5.0,2013-11-04 02:28:17
96008,72733,3.0,2014-07-27 08:39:37
66049,4993,4.0,2007-09-19 04:49:52
82403,235,4.0,1996-12-05 07:00:37
80501,7143,4.0,2010-03-03 19:42:56
94096,7318,2.5,2006-05-28 01:02:59
16676,97936,1.0,2013-04-11 15:59:34
49554,4687,3.5,2011-04-15 06:16:01
37925,6548,2.5,2005-01-29 22:03:19
90078,3363,5.0,2004-12-17 05:25:11
42610,7161,1.0,2008-10-29 21:59:23
74196,8371,3.5,2010-11-22 19:23:47
58764,357,3.0,1996-09-16 06:48:49
4261,538,3.0,2011-02-12 12:53:15
89402,7319,2.0,2009-07-22 00:52:00
39465,784,4.0,1997-03-11 21:22:45
79208,2529,4.0,2000-10-24 04:35:32
130605,3052,3.5,2007-12-09 00:23:41
81256,593,4.0,2000-07-04 19:41:05
86780,5572,2.5,2005-03-24 04:52:13
60286,5349,4.0,2008-08-11 23:51:50
75438,3266,5.0,2007-02-21 21:44:52
26815,2712,0.5,2005-07-14 12:24:41
75141,2966,4.0,2003-03-31 18:59:37
82681,198,4.0,2001-04-01 21:46:05
124410,2294,4.0,2002-11-16 05:08:14
82104,6078,3.5,2010-07-06 05:11:30
39766,2065,3.0,2008-03-18 22:57:16
74778,5378,2.5,2005-03-08 22:29:36
57746,3053,3.5,2006-06-08 20:20:48
30521,318,5.0,1999-10-02 16:14:23
122822,3654,3.0,2000-07-03 00:48:18
3665,2959,4.0,2008-10-29 19:12:51
64773,2539,4.0,2002-01-20 00:43:40
71245,1641,3.5,2007-07-05 17:52:48
4222,3012,4.0,2004-10-02 00:55:35
128768,457,4.0,1999-10-13 01:20:03
95260,54259,4.0,2010-01-14 21:31:31
3876,588,1.0,2003-01-09 19:44:42
37474,3438,3.0,2005-03-06 11:58:45
119870,4446,4.0,2005-07-20 06:11:03
122741,2857,4.0,2008-10-29 03:17:01
86046,780,5.0,2000-08-02 19:12:04
85456,58,5.0,2000-11-07 23:29:15
88828,2014,4.0,2001-06-11 03:13:31
126721,53129,3.5,2010-09-15 23:59:51
56351,668,4.0,2012-07-19 19:17:38
4424,318,4.0,2006-11-02 23:14:16
136809,4639,1.0,2002-07-22 18:33:06
85248,1219,5.0,2000-11-21 22:28:48
4996,46578,4.0,2007-10-08 13:12:44
74967,6720,2.5,2003-10-13 19:46:19
105894,1304,3.0,1999-12-12 04:15:29
79317,866,2.5,2011-04-14 22:08:38
92414,1270,4.0,2002-07-17 21:22:58
21885,1298,4.0,2005-05-17 11:00:03
46815,919,4.0,2004-09-01 06:39:39
29730,691,3.0,1997-05-26 13:00:51
50328,2455,3.5,2012-05-17 09:43:58
52311,5791,3.5,2003-06-27 20:57:44
35098,1923,3.5,2008-07-08 20:50:55
19242,1265,3.0,2000-08-01 07:28:25
109124,1378,5.0,2000-09-03 14:49:32
54598,1892,3.0,2008-08-09 06:46:32
108358,71535,3.5,2014-03-11 11:42:35
35109,6379,2.5,2003-06-18 05:38:39
52996,1982,2.5,2005-06-26 20:13:18
120820,44199,4.0,2009-05-14 03:38:13
67541,2324,4.5,2004-02-14 05:38:24
92017,60020,3.5,2011-06-07 09:45:15
109466,315,1.0,1996-05-28 01:29:27
86913,1621,3.0,2000-11-19 23:34:17
107422,3259,2.0,2004-08-12 05:24:43
113946,7458,3.5,2005-10-24 09:55:40
112703,6196,3.5,2009-06-02 19:17:50
125610,2461,5.0,2001-11-02 04:23:12
120379,1902,1.0,2000-04-05 22:00:44
118508,4822,0.5,2003-06-27 17:15:53
11145,491,5.0,1996-10-11 18:18:47
41446,79132,1.5,2013-08-17 11:13:01
1084,72733,3.0,2011-12-09 15:04:32
134040,50,4.0,1996-07-17 13:05:02
101292,434,4.0,2000-02-11 23:20:35
41196,99114,3.0,2013-06-06 19:59:16
76835,5954,3.5,2008-10-29 20:49:55
30016,6565,3.5,2007-08-28 14:31:02
101156,480,4.0,1999-10-02 10:48:22
60514,1517,4.5,2014-01-23 17:21:36
19837,2872,4.5,2013-11-03 19:20:04
5030,16,4.0,1997-11-13 11:47:11
119510,1620,5.0,1998-01-17 00:42:48
32906,1346,3.0,2002-11-04 21:58:19
55442,4896,4.0,2011-06-04 11:56:51
41590,3565,4.0,2012-04-30 09:09:15
134219,289,3.5,2012-10-21 03:46:02
49411,6711,3.5,2008-02-21 11:32:14
115336,24,3.0,1996-10-25 16:30:47
68296,344,2.5,2004-07-28 22:18:41
45357,5673,3.0,2008-11-07 21:17:33
39576,4019,4.0,2003-11-14 14:34:03
78283,260,4.0,2006-01-02 05:01:36
65189,38038,3.5,2009-05-05 19:49:25
18566,724,4.0,1997-04-24 23:58:50
37253,106782,0.5,2014-04-12 23:05:01
113772,3196,4.5,2009-03-05 18:36:56
127944,524,3.0,2005-09-30 22:29:45
28781,55031,3.5,2011-02-22 01:02:35
9310,58,5.0,1996-09-24 00:30:48
86749,4978,5.0,2004-04-11 21:46:46
135429,1085,5.0,1999-11-08 17:46:42
106130,265,3.0,1996-07-02 07:57:44
106671,1258,5.0,2000-01-03 00:16:40
77159,36529,4.5,2007-10-16 13:31:11
116587,2404,2.0,2000-12-06 20:19:42
56577,6218,4.5,2005-01-18 03:00:36
86486,1393,4.0,2004-08-11 17:26:11
53941,2935,4.0,2008-11-05 06:06:24
1264,442,3.0,1996-07-01 11:01:13
88748,3178,1.0,2002-02-19 18:20:46
131168,1466,3.5,2005-08-13 00:42:11
39959,1586,2.0,2004-02-20 01:10:35
123350,44972,2.0,2008-12-06 17:32:15
101177,540,4.0,1997-04-06 00:46:41
92677,3,3.0,2000-06-21 15:56:55
89483,3564,1.0,2000-11-23 06:34:39
53945,1285,5.0,2000-07-31 20:17:07
111088,94959,4.0,2012-06-08 09:31:02
96590,7143,3.0,2010-04-30 22:22:18
34402,8798,3.5,2005-10-17 14:45:02
27643,91542,5.0,2012-10-05 21:32:29
53531,5481,3.5,2013-01-04 01:18:11
68526,1125,4.0,2009-02-06 04:56:02
45054,858,5.0,2000-04-05 14:29:42
69841,267,4.0,1996-05-18 20:04:18
42959,2422,1.0,2000-04-06 21:02:35
127453,1004,3.5,2003-07-06 18:37:13
61679,3097,3.0,2000-03-07 00:09:50
51903,593,4.0,2000-12-17 04:43:11
130107,7569,4.0,2004-08-28 00:12:27
37745,590,5.0,2000-04-25 04:09:42
63890,344,3.0,1996-10-28 12:31:38
118003,1944,4.0,2000-12-02 06:50:36
11761,8950,4.5,2011-03-14 12:35:53
119343,6286,4.0,2010-05-05 18:27:03
55326,338,1.5,2005-04-08 00:53:16
12477,2064,5.0,2000-07-31 21:17:32
17949,266,5.0,1998-07-23 22:41:40
32061,6669,4.5,2010-07-29 12:55:51
70443,53125,3.5,2014-02-11 16:13:58
92803,260,5.0,2007-01-01 06:26:55
110800,165,3.0,1996-11-05 20:47:13
102255,913,5.0,2006-03-06 21:05:34
110206,1441,4.0,2008-11-15 19:29:41
60159,99910,3.5,2014-10-19 21:30:06
129084,4388,1.5,2010-03-30 06:18:02
46470,5103,3.5,2009-07-02 15:00:42
44650,50,5.0,2002-12-09 14:35:14
92940,1734,5.0,1998-01-23 16:17:54
127809,1036,3.5,2008-02-17 23:07:47
14948,2152,4.5,2011-02-26 22:18:52
96772,2700,3.5,2011-10-28 11:25:35
63071,4226,3.5,2008-01-23 23:01:37
87267,1320,4.0,2009-11-09 23:18:38
101034,2137,3.5,2005-05-08 21:44:13
103090,3000,4.0,2005-04-01 22:51:05
39524,2762,5.0,2000-03-09 01:57:53
65359,163,4.0,2013-03-14 01:38:31
8791,3949,4.5,2011-06-26 06:26:07
2675,552,3.0,1996-05-26 09:48:26
39221,778,3.0,2004-09-03 15:16:41
130446,3868,4.0,2006-09-28 21:37:40
11609,296,4.5,2012-03-09 00:57:10
137229,60161,5.0,2010-01-25 18:38:24
75270,7458,3.5,2015-02-12 05:26:52
135768,608,5.0,1996-10-13 16:59:24
60506,5012,3.0,2002-12-08 20:05:04
124791,222,5.0,2004-06-14 04:28:59
99499,2788,4.0,2000-11-20 19:19:43
16591,169,1.0,2012-05-13 13:08:50
20194,3445,5.0,2000-03-27 15:18:04
100360,2302,1.5,2004-11-26 09:03:28
112269,485,3.0,2001-06-22 18:02:49
121319,9018,4.5,2007-10-08 03:19:23
80886,1969,4.0,1999-11-01 01:16:40
28541,733,5.0,1996-12-02 14:08:20
109675,8874,1.5,2007-05-18 14:58:59
36201,3751,3.0,2000-12-21 12:55:02
106113,851,3.0,1996-08-20 09:21:47
54816,1747,3.0,2001-01-02 19:58:57
124239,1101,4.0,2001-12-02 17:40:32
87554,1097,4.0,2003-06-14 13:07:48
24086,1282,3.0,2004-11-14 04:04:02
8468,595,3.0,1996-05-27 09:03:35
45406,1584,1.0,2001-06-06 18:46:32
13527,349,3.0,1996-09-27 00:12:19
121497,43560,0.5,2006-02-25 20:40:12
99156,10,3.0,2000-05-03 23:05:48
5483,780,1.0,2001-09-01 21:05:36
85908,6942,3.0,2005-08-24 09:32:49
73303,2565,3.0,2006-03-21 22:07:40
45237,4161,5.0,2009-06-14 10:37:32
1093,3712,2.0,2002-01-20 03:43:52
84491,1300,2.0,2001-09-13 05:05:23
115007,48738,4.0,2014-06-27 17:34:14
72446,3752,4.0,2000-11-20 22:44:33
100438,103137,2.5,2015-03-04 16:29:28
111353,296,3.5,2013-09-17 02:52:46
6775,527,5.0,2005-04-10 20:55:12
6636,6218,4.0,2003-04-02 14:14:37
86295,2571,3.5,2006-11-09 19:21:16
66707,3267,3.0,2003-01-02 17:57:42
23026,4499,3.0,2012-07-07 07:43:35
7788,380,3.0,2006-03-04 20:23:32
80337,3108,4.5,2012-03-05 21:59:28
21412,848,1.5,2005-01-29 23:16:33
65691,3182,5.0,2000-01-19 20:47:49
57554,765,3.0,1997-05-11 12:05:01
81667,1586,2.0,2008-10-29 00:49:00
16247,2268,4.0,2003-05-14 21:18:15
112674,3210,4.5,2012-08-01 04:38:43
80185,32,3.0,2005-11-16 13:21:42
34072,493,3.0,1996-08-16 20:22:18
122523,231,2.0,2014-09-22 12:39:34
72720,3408,5.0,2014-04-26 18:36:54
27764,3307,2.5,2011-12-24 23:14:39
91343,1274,3.0,1997-06-14 01:32:23
55367,1589,3.0,1999-12-04 13:39:50
5954,106918,4.0,2014-06-08 02:36:01
75839,1147,5.0,2002-09-07 00:41:43
54576,2739,3.0,2001-11-19 21:38:12
5262,1610,4.0,2011-02-20 04:13:23
32514,466,4.0,2013-01-14 01:01:45
78187,736,4.0,1997-04-06 14:46:55
121870,6978,3.5,2008-12-29 20:48:18
93365,7026,2.5,2008-03-17 23:22:15
122641,1374,3.5,2004-09-02 18:07:47
85163,267,3.0,1996-06-05 15:17:56
91948,480,3.0,2005-05-17 00:55:36
118254,2584,3.0,2006-11-07 20:11:42
12304,1321,3.0,1997-07-02 00:46:36
81140,2329,4.5,2014-11-27 10:50:48
20275,2722,3.0,1999-10-24 20:02:57
117688,2121,2.0,2001-10-02 21:01:09
101053,7444,2.0,2010-07-09 00:09:49
81484,858,4.5,2009-01-08 08:39:48
80034,8665,3.0,2012-01-26 17:58:36
118824,89864,3.0,2014-12-26 19:41:20
43194,344,3.5,2004-02-16 18:41:41
69663,1136,5.0,2000-08-11 23:04:56
70964,1992,3.0,2000-01-07 19:38:45
131180,6296,4.0,2006-07-10 21:18:15
118010,1359,3.0,2002-05-08 15:34:47
89299,80693,4.0,2010-10-10 02:17:29
133424,107,3.5,2009-02-06 21:55:53
100630,180,4.5,2006-09-20 21:17:40
40673,589,4.0,1996-10-19 10:14:10
107876,2413,4.0,1999-10-04 23:46:47
86557,1269,4.0,2005-01-11 15:17:51
7286,1917,2.0,2005-03-18 18:52:28
96976,1635,3.0,1999-10-01 14:20:56
97432,589,4.0,2005-10-13 11:50:27
68172,65188,4.0,2012-09-22 05:04:22
7051,4042,4.0,2005-03-25 15:17:10
554,426,4.0,2000-08-03 06:33:02
115465,3949,4.5,2006-04-11 17:47:48
53989,24,2.0,1999-10-13 07:58:38
125794,64030,3.0,2009-06-21 10:36:11
